person_id;studycode;choice;purpose;av_bf;av_v;av_cp;av_cs;av_pt;c_cp;c_cs;c_pt;tt_bf;tt_v;tt_cp;tt_cs;tt_pt;acc_cp;acc_cs;acc_pt;r_cp;s_pt;tr_pt;cost;time;acc;risk;trns;freq;distance;count
095P;wave2;5;1;0;0;1;0;1;12.1;-97;12.8;-97;-97;75;-97;56;20;-97;35;10;40;0;1;1;1;0;1;1;94.27569;8
095P;wave2;5;1;0;0;1;0;1;16.6;-97;22.4;-97;-97;75;-97;42;15;-97;35;10;20;0;1;1;1;0;1;1;94.27569;8
095P;wave2;5;1;0;0;1;0;1;16.6;-97;12.8;-97;-97;124;-97;70;10;-97;23;20;40;0;1;1;1;0;1;1;94.27569;8
095P;wave2;5;1;0;0;1;0;1;16.6;-97;22.4;-97;-97;124;-97;42;20;-97;23;5;30;0;1;1;1;0;1;1;94.27569;8
096P;wave2;4;3;0;1;1;1;1;2;7.2;2.9;-97;68;18;22;45;6;4;26;20;20;2;0;0;0;0;0;0;11.64596;8
096P;wave2;4;3;0;1;1;1;1;2.8;7.2;4;-97;68;24;28;36;4;4;17;20;10;2;0;0;0;0;0;0;11.64596;8
096P;wave2;4;3;0;1;1;1;1;2.8;7.2;4;-97;68;24;28;45;4;8;26;5;10;0;0;0;0;0;0;0;11.64596;8
096P;wave2;4;3;0;1;1;1;1;3.5;10;2.9;-97;68;18;17;27;4;8;26;10;15;2;0;0;0;0;0;0;11.64596;8
096P;wave2;4;3;0;1;1;1;1;3.5;12.7;5;-97;68;24;17;45;6;8;17;5;20;2;0;0;0;0;0;0;11.64596;8
096P;wave2;5;3;0;1;1;1;1;2;7.2;2.9;-97;68;24;28;27;8;8;21;5;20;1;0;0;0;0;0;0;11.64596;8
096P;wave2;4;3;0;1;1;1;1;3.5;12.7;2.9;-97;68;24;17;45;8;4;21;10;10;0;0;0;0;0;0;0;11.64596;8
096P;wave2;2;3;0;1;1;1;1;2;10;2.9;-97;68;30;28;45;8;4;17;5;15;1;0;0;0;0;0;0;11.64596;8
097P;wave2;5;1;0;0;1;1;1;14;25.4;9.8;-97;-97;53;49;47;7;14;16;10;15;3;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;8;25.4;9.8;-97;-97;88;82;78;14;7;10;5;15;2;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;8;18.5;9.8;-97;-97;70;82;47;14;14;13;5;20;2;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;14;32.4;9.8;-97;-97;70;49;78;14;7;13;10;10;1;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;11;18.5;13.4;-97;-97;70;82;78;7;14;16;5;10;1;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;14;32.4;17.1;-97;-97;70;49;78;11;14;10;5;20;3;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;11;18.5;13.4;-97;-97;70;82;63;7;7;10;20;10;3;0;1;0;0;1;0;72.41714;8
097P;wave2;5;1;0;0;1;1;1;8;18.5;9.8;-97;-97;53;66;78;11;7;16;20;20;3;0;1;0;0;1;0;72.41714;8
098P;wave2;4;1;0;0;1;1;1;4.9;18.9;8.2;-97;-97;39;27;55;8;4;12;10;20;1;1;0;0;0;0;1;16.5451;8
098P;wave2;3;1;0;0;1;1;1;2.8;14.9;8.2;-97;-97;48;45;55;8;4;10;5;30;2;1;0;0;0;0;1;16.5451;8
098P;wave2;4;1;0;0;1;1;1;3.9;10.8;11.2;-97;-97;39;45;44;4;4;10;20;20;3;1;0;0;0;0;1;16.5451;8
098P;wave2;3;1;0;0;1;1;1;4.9;18.9;14.3;-97;-97;39;27;55;6;8;10;5;40;3;1;0;0;0;0;1;16.5451;8
098P;wave2;4;1;0;0;1;1;1;4.9;14.9;8.2;-97;-97;29;27;33;4;8;15;10;30;3;1;0;0;0;0;1;16.5451;8
098P;wave2;3;1;0;0;1;1;1;2.8;10.8;8.2;-97;-97;39;45;33;8;8;12;5;40;2;1;0;0;0;0;1;16.5451;8
098P;wave2;4;1;0;0;1;1;1;2.8;10.8;8.2;-97;-97;29;36;55;6;4;15;20;40;3;1;0;0;0;0;1;16.5451;8
098P;wave2;3;1;0;0;1;1;1;3.9;10.8;11.2;-97;-97;39;45;55;4;8;15;5;20;1;1;0;0;0;0;1;16.5451;8
099P;wave2;5;3;0;0;1;1;1;5.3;12.9;4.3;-97;-97;41;38;43;6;6;9;10;20;2;0;1;0;0;0;1;23.33767;8
099P;wave2;4;3;0;0;1;1;1;4.2;12.9;5.9;-97;-97;25;31;26;6;4;8;5;20;3;0;1;0;0;0;1;23.33767;8
099P;wave2;3;3;0;0;1;1;1;3;16.4;4.3;-97;-97;25;31;35;8;6;9;5;10;3;0;1;0;0;0;1;23.33767;8
099P;wave2;3;3;0;0;1;1;1;3;12.9;5.9;-97;-97;25;31;26;6;6;9;10;15;3;0;1;0;0;0;1;23.33767;8
099P;wave2;4;3;0;0;1;1;1;4.2;9.4;4.3;-97;-97;33;23;43;8;8;6;20;20;3;0;1;0;0;0;1;23.33767;8
099P;wave2;4;3;0;0;1;1;1;4.2;12.9;7.6;-97;-97;41;38;43;8;6;9;20;10;4;0;1;0;0;0;1;23.33767;8
099P;wave2;3;3;0;0;1;1;1;4.2;9.4;4.3;-97;-97;41;31;43;4;6;8;5;10;4;0;1;0;0;0;1;23.33767;8
099P;wave2;3;3;0;0;1;1;1;5.3;9.4;4.3;-97;-97;25;31;35;8;6;6;10;15;4;0;1;0;0;0;1;23.33767;8
100P;wave1;2;3;0;1;1;1;1;3.5;7.4;3.4;-97;33;25;21;24;4;4;8;10;6;0;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;2.8;12.9;2.6;-97;33;25;21;29;4;4;6;20;10;0;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;2;12.9;3.4;-97;33;22;24;20;3;6;8;20;6;1;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;2.8;10.1;3.4;-97;33;22;21;24;3;3;8;5;10;0;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;2;10.1;2.6;-97;33;22;17;24;4;3;6;20;3;0;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;3.5;12.9;3.4;-97;33;18;17;24;3;3;9;20;6;0;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;2.8;10.1;3.4;-97;33;18;17;20;6;6;6;10;3;0;1;0;1;1;1;0;4.978927;8
100P;wave1;2;3;0;1;1;1;1;2;7.4;1.9;-97;33;25;21;24;3;6;8;10;6;0;1;0;1;1;1;0;4.978927;8
101P;wave1;5;3;1;0;1;0;1;3.5;-97;1.9;40;-97;14;-97;9;6;-97;12;5;6;0;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;3.5;-97;3.4;40;-97;14;-97;11;6;-97;9;20;10;0;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;3.5;-97;2.6;40;-97;14;-97;9;3;-97;7;5;10;1;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;3.5;-97;2.6;40;-97;16;-97;11;6;-97;12;10;3;0;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;2;-97;1.9;40;-97;14;-97;11;4;-97;9;5;3;1;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;2;-97;2.6;40;-97;14;-97;9;3;-97;9;10;10;0;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;2;-97;1.9;40;-97;16;-97;8;6;-97;9;10;10;1;1;0;0;0;0;0;1.71808;8
101P;wave1;5;3;1;0;1;0;1;2;-97;3.4;40;-97;16;-97;11;4;-97;12;5;6;1;1;0;0;0;0;0;1.71808;8
103P;wave2;5;3;0;1;1;1;1;3.5;5.4;3.4;-97;40;19;14;18;6;6;19;10;15;0;1;0;0;1;0;1;8.363675;8
103P;wave2;5;3;0;1;1;1;1;2.8;7.4;3.4;-97;40;15;14;18;4;4;19;5;20;0;1;0;0;1;0;1;8.363675;8
103P;wave2;5;3;0;1;1;1;1;2.8;7.4;3.4;-97;40;11;11;14;8;8;15;10;10;0;1;0;0;1;0;1;8.363675;8
103P;wave2;2;3;0;1;1;1;1;3.5;9.4;3.4;-97;40;11;11;18;4;4;23;20;15;0;1;0;0;1;0;1;8.363675;8
103P;wave2;5;3;0;1;1;1;1;2.8;9.4;2.6;-97;40;19;14;23;6;6;15;20;20;0;1;0;0;1;0;1;8.363675;8
103P;wave2;5;3;0;1;1;1;1;2;7.4;2.6;-97;40;15;11;18;6;4;15;20;10;0;1;0;0;1;0;1;8.363675;8
103P;wave2;5;3;0;1;1;1;1;2;5.4;1.9;-97;40;19;14;18;4;8;19;10;15;0;1;0;0;1;0;1;8.363675;8
103P;wave2;2;3;0;1;1;1;1;2;9.4;3.4;-97;40;15;18;14;4;8;19;20;15;1;1;0;0;1;0;1;8.363675;8
104P;wave1;5;3;0;0;1;1;1;3;18;7.3;-97;-97;36;41;30;6;6;15;10;30;2;0;0;0;0;1;0;28.87599;8
104P;wave1;5;3;0;0;1;1;1;4.1;18;7.3;-97;-97;36;41;30;6;4;12;5;40;2;0;0;0;0;1;0;28.87599;8
104P;wave1;5;3;0;0;1;1;1;4.1;18;9.2;-97;-97;50;47;43;8;6;15;20;20;3;0;0;0;0;1;0;28.87599;8
104P;wave1;4;3;0;0;1;1;1;4.1;13.1;5.3;-97;-97;50;41;43;4;6;12;5;20;3;0;0;0;0;1;0;28.87599;8
104P;wave1;5;3;0;0;1;1;1;3;22.9;5.3;-97;-97;36;41;35;8;6;15;5;20;2;0;0;0;0;1;0;28.87599;8
104P;wave1;5;3;0;0;1;1;1;5.2;18;5.3;-97;-97;50;47;43;6;6;15;10;40;1;0;0;0;0;1;0;28.87599;8
104P;wave1;4;3;0;0;1;1;1;4.1;13.1;5.3;-97;-97;44;33;43;8;8;9;20;40;2;0;0;0;0;1;0;28.87599;8
104P;wave1;5;3;0;0;1;1;1;5.2;13.1;5.3;-97;-97;36;41;35;8;6;9;10;30;3;0;0;0;0;1;0;28.87599;8
105P;wave1;5;3;0;1;1;1;1;3.5;12.7;3.4;-97;40;18;16;20;3;3;12;20;6;0;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;3.5;7.2;3.4;-97;40;25;20;20;4;4;10;10;6;0;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;2.8;12.7;2.6;-97;40;25;20;24;4;4;8;20;10;0;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;2;12.7;3.4;-97;40;22;23;17;3;6;10;20;6;1;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;2.8;9.9;3.4;-97;40;22;20;20;3;3;10;5;10;0;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;2;7.2;1.9;-97;40;25;20;20;3;6;10;10;6;0;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;2;9.9;2.6;-97;40;22;16;20;4;3;8;20;3;0;0;0;0;0;0;0;7.061903;8
105P;wave1;5;3;0;1;1;1;1;2.8;9.9;3.4;-97;40;18;16;17;6;6;8;10;3;0;0;0;0;0;0;0;7.061903;8
106P;wave2;4;3;0;0;1;1;1;3.8;9.5;9.5;-97;-97;39;29;44;6;6;9;10;30;3;0;0;1;0;0;0;18.74353;8
106P;wave2;5;3;0;0;1;1;1;3;13.1;9.5;-97;-97;23;22;33;8;8;7;10;20;2;0;0;1;0;0;0;18.74353;8
106P;wave2;5;3;0;0;1;1;1;3.8;16.6;9.5;-97;-97;23;22;44;4;4;11;20;30;2;0;0;1;0;0;0;18.74353;8
106P;wave2;5;3;0;0;1;1;1;2.2;9.5;5.4;-97;-97;39;29;44;4;8;9;10;30;2;0;0;1;0;0;0;18.74353;8
106P;wave2;4;3;0;0;1;1;1;2.2;13.1;7.5;-97;-97;31;22;44;6;4;7;20;20;3;0;0;1;0;0;0;18.74353;8
106P;wave2;4;3;0;0;1;1;1;2.2;16.6;9.5;-97;-97;31;36;33;4;8;9;20;30;4;0;0;1;0;0;0;18.74353;8
106P;wave2;3;3;0;0;1;1;1;3;13.1;9.5;-97;-97;31;29;44;4;4;9;5;40;2;0;0;1;0;0;0;18.74353;8
106P;wave2;4;3;0;0;1;1;1;3;16.6;7.5;-97;-97;39;29;55;6;6;7;20;40;2;0;0;1;0;0;0;18.74353;8
107P;wave3;4;1;1;0;1;1;1;2.8;3.4;3.5;50;-97;7;9;4;8;4;21;10;20;0;0;1;0;0;0;0;2.123653;8
107P;wave3;3;1;1;0;1;1;1;3.5;6;3.5;50;-97;6;5;4;4;6;21;10;40;0;0;1;0;0;0;0;2.123653;8
107P;wave3;4;1;1;0;1;1;1;2;3.4;2.6;50;-97;7;9;3;6;4;31;5;30;1;0;1;0;0;0;0;2.123653;8
107P;wave3;4;1;1;0;1;1;1;3.5;3.4;4.5;50;-97;9;7;4;8;4;31;10;40;0;0;1;0;0;0;0;2.123653;8
107P;wave3;4;1;1;0;1;1;1;2.8;4.7;4.5;50;-97;6;5;4;6;8;26;10;40;0;0;1;0;0;0;0;2.123653;8
107P;wave3;4;1;1;0;1;1;1;2.8;4.7;4.5;50;-97;7;5;2;4;8;26;5;20;1;0;1;0;0;0;0;2.123653;8
107P;wave3;4;1;1;0;1;1;1;2;6;3.5;50;-97;9;9;4;4;6;31;20;20;1;0;1;0;0;0;0;2.123653;8
107P;wave3;4;1;1;0;1;1;1;2.8;4.7;2.6;50;-97;6;5;2;8;8;31;20;20;0;0;1;0;0;0;0;2.123653;8
108P;wave3;2;3;0;1;1;1;1;3.5;4.7;3.5;-97;24;16;14;17;6;8;18;10;10;1;0;1;0;0;0;0;5.845402;8
108P;wave3;3;3;0;1;1;1;1;3.5;6.5;3.5;-97;24;9;9;10;6;6;22;5;20;1;0;1;0;0;0;0;5.845402;8
108P;wave3;3;3;0;1;1;1;1;2;8.2;4.5;-97;24;9;9;14;8;6;15;10;15;1;0;1;0;0;0;0;5.845402;8
108P;wave3;2;3;0;1;1;1;1;3.5;8.2;2.6;-97;24;16;14;17;6;8;18;10;20;1;0;1;0;0;0;0;5.845402;8
108P;wave3;3;3;0;1;1;1;1;2;6.5;3.5;-97;24;9;12;14;4;4;22;10;15;0;0;1;0;0;0;0;5.845402;8
108P;wave3;3;3;0;1;1;1;1;3.5;8.2;3.5;-97;24;9;12;17;8;6;15;5;10;2;0;1;0;0;0;0;5.845402;8
108P;wave3;2;3;0;1;1;1;1;3.5;8.2;4.5;-97;24;12;9;17;6;4;22;20;10;2;0;1;0;0;0;0;5.845402;8
108P;wave3;2;3;0;1;1;1;1;2;4.7;2.6;-97;24;16;12;14;4;8;18;20;15;0;0;1;0;0;0;0;5.845402;8
109P;wave3;3;3;0;0;1;1;1;2.1;14.1;16.8;-97;-97;43;40;34;8;6;11;5;30;2;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;2.9;14.1;13.2;-97;-97;43;40;45;6;4;9;5;30;4;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;3.7;14.1;16.8;-97;-97;34;40;45;4;6;9;20;20;2;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;2.1;18;16.8;-97;-97;34;32;34;6;6;13;5;30;2;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;2.1;14.1;9.6;-97;-97;26;24;56;8;4;11;20;30;3;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;2.9;14.1;16.8;-97;-97;26;32;34;4;4;9;20;40;4;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;2.1;10.3;9.6;-97;-97;34;32;34;8;8;9;20;40;4;0;1;1;1;0;0;14.33562;8
109P;wave3;3;3;0;0;1;1;1;2.9;10.3;16.8;-97;-97;34;40;56;4;8;11;5;40;3;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;2.1;18;8.4;-97;-97;26;24;45;8;6;9;10;30;3;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;3.7;18;8.4;-97;-97;34;24;56;6;4;13;20;20;4;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;3.7;10.3;6.6;-97;-97;43;40;56;6;8;11;10;20;3;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;2.1;14.1;6.6;-97;-97;26;32;45;4;4;13;10;30;2;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;3.7;18;4.8;-97;-97;43;40;56;6;8;11;10;40;3;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;2.1;10.3;4.8;-97;-97;43;32;45;4;8;11;20;30;2;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;3.7;18;6.6;-97;-97;26;32;56;8;6;9;5;20;4;0;1;1;1;0;0;14.33562;8
110P;wave3;3;3;0;0;1;1;1;3.7;14.1;6.6;-97;-97;26;24;34;6;6;13;5;40;3;0;1;1;1;0;0;14.33562;8
111P;wave2;2;2;0;1;1;1;1;3.5;7.8;3.4;-97;16;9;8;11;4;4;12;20;15;0;0;0;0;0;0;1;3.607905;8
111P;wave2;5;2;0;1;1;1;1;2;6.1;2.6;-97;16;11;8;11;6;4;8;20;10;0;0;0;0;0;0;1;3.607905;8
111P;wave2;2;2;0;1;1;1;1;2.8;6.1;3.4;-97;16;11;11;11;4;4;10;5;20;0;0;0;0;0;0;1;3.607905;8
111P;wave2;2;2;0;1;1;1;1;2;7.8;3.4;-97;16;11;13;8;4;8;10;20;15;1;0;0;0;0;0;1;3.607905;8
111P;wave2;2;2;0;1;1;1;1;3.5;4.4;3.4;-97;16;14;11;11;6;6;10;10;15;0;0;0;0;0;0;1;3.607905;8
111P;wave2;2;2;0;1;1;1;1;2.8;6.1;3.4;-97;16;9;8;8;8;8;8;10;10;0;0;0;0;0;0;1;3.607905;8
111P;wave2;5;2;0;1;1;1;1;2;4.4;1.9;-97;16;14;11;11;4;8;10;10;15;0;0;0;0;0;0;1;3.607905;8
111P;wave2;2;2;0;1;1;1;1;2.8;7.8;2.6;-97;16;14;11;14;6;6;8;20;20;0;0;0;0;0;0;1;3.607905;8
112P;pretest;2;2;0;1;1;1;1;2.8;8.5;2.9;-97;14;15;14;3;3;3;18;20;5;0;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;2.8;6.7;3.6;-97;14;13;12;2;3;3;18;5;5;1;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;2;8.5;3.6;-97;14;15;14;3;4;3;28;20;4;1;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;3.5;4.9;2.1;-97;14;11;10;2;4;3;28;5;5;1;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;3.5;8.5;2.1;-97;14;15;12;3;4;3;22;10;4;0;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;2;8.5;3.6;-97;14;13;10;2;3;3;22;10;4;0;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;2;4.9;2.9;-97;14;15;14;2;3;3;22;10;3;1;0;0;0;0;0;0;3.873;8
112P;pretest;2;2;0;1;1;1;1;3.5;6.7;2.1;-97;14;11;12;3;3;3;28;10;4;0;0;0;0;0;0;0;3.873;8
113P;wave2;2;1;0;1;1;1;1;2;4.2;1.9;-97;25;9;11;21;6;4;20;20;10;2;0;1;1;1;0;0;4.906725;8
113P;wave2;5;1;0;1;1;1;1;3.5;7.3;1.9;-97;25;11;8;21;8;4;16;10;3;0;0;1;1;1;0;0;4.906725;8
113P;wave2;5;1;0;1;1;1;1;3.5;5.7;1.9;-97;25;9;8;13;4;8;20;10;6;2;0;1;1;1;0;0;4.906725;8
113P;wave2;5;1;0;1;1;1;1;2;5.7;1.9;-97;25;14;13;21;8;4;13;5;6;1;0;1;1;1;0;0;4.906725;8
113P;wave2;2;1;0;1;1;1;1;3.5;7.3;3.4;-97;25;11;8;21;6;8;13;5;10;2;0;1;1;1;0;0;4.906725;8
113P;wave2;5;1;0;1;1;1;1;2;4.2;1.9;-97;25;11;13;13;8;8;16;5;10;1;0;1;1;1;0;0;4.906725;8
113P;wave2;5;1;0;1;1;1;1;2.8;4.2;2.6;-97;25;11;13;17;4;4;13;20;3;2;0;1;1;1;0;0;4.906725;8
113P;wave2;5;1;0;1;1;1;1;2.8;4.2;2.6;-97;25;11;13;21;4;8;20;5;3;0;0;1;1;1;0;0;4.906725;8
114P;wave3;3;1;0;0;1;0;1;3.2;-97;7;-97;-97;39;-97;40;4;-97;17;5;30;2;0;0;1;0;0;1;26.18575;8
114P;wave3;5;1;0;0;1;0;1;3.2;-97;5.1;-97;-97;29;-97;51;6;-97;20;20;40;0;0;0;1;0;0;1;26.18575;8
114P;wave3;5;1;0;0;1;0;1;5.5;-97;9;-97;-97;29;-97;30;6;-97;20;10;20;1;0;0;1;0;0;1;26.18575;8
114P;wave3;3;1;0;0;1;0;1;5.5;-97;7;-97;-97;29;-97;30;8;-97;13;10;30;2;0;0;1;0;0;1;26.18575;8
114P;wave3;3;1;0;0;1;0;1;3.2;-97;9;-97;-97;39;-97;40;8;-97;13;5;40;1;0;0;1;0;0;1;26.18575;8
114P;wave3;5;1;0;0;1;0;1;4.3;-97;7;-97;-97;49;-97;40;4;-97;13;10;20;0;0;0;1;0;0;1;26.18575;8
114P;wave3;3;1;0;0;1;0;1;4.3;-97;5.1;-97;-97;39;-97;51;4;-97;13;10;20;2;0;0;1;0;0;1;26.18575;8
114P;wave3;5;1;0;0;1;0;1;4.3;-97;9;-97;-97;49;-97;40;8;-97;20;5;30;0;0;0;1;0;0;1;26.18575;8
115P;wave3;3;1;0;0;1;0;1;2;-97;2.2;-97;-97;23;-97;21;8;-97;21;5;30;1;0;0;0;0;0;0;10.67016;8
115P;wave3;3;1;0;0;1;0;1;2;-97;3.1;-97;-97;19;-97;12;6;-97;25;20;20;1;0;0;0;0;0;0;10.67016;8
115P;wave3;3;1;0;0;1;0;1;2;-97;2.2;-97;-97;14;-97;16;6;-97;21;20;30;2;0;0;0;0;0;0;10.67016;8
115P;wave3;3;1;0;0;1;0;1;2;-97;3.1;-97;-97;23;-97;16;4;-97;21;20;30;1;0;0;0;0;0;0;10.67016;8
115P;wave3;3;1;0;0;1;0;1;3.5;-97;3.9;-97;-97;14;-97;21;6;-97;17;20;40;0;0;0;0;0;0;0;10.67016;8
115P;wave3;5;1;0;0;1;0;1;3.5;-97;2.2;-97;-97;19;-97;21;4;-97;21;20;40;0;0;0;0;0;0;0;10.67016;8
115P;wave3;3;1;0;0;1;0;1;3.5;-97;3.1;-97;-97;23;-97;21;6;-97;25;5;40;2;0;0;0;0;0;0;10.67016;8
115P;wave3;5;1;0;0;1;0;1;3.5;-97;3.9;-97;-97;23;-97;12;8;-97;17;20;30;1;0;0;0;0;0;0;10.67016;8
116P;wave2;2;1;0;1;1;1;1;2.8;3.8;1.9;-97;29;10;7;14;8;8;13;20;20;0;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;3.5;5.3;1.9;-97;29;13;12;14;6;6;20;10;20;0;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;2;5.3;2.6;-97;29;8;9;8;6;6;20;10;15;0;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;3.5;3.8;1.9;-97;29;8;9;11;8;6;13;10;15;1;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;2;6.7;1.9;-97;29;8;9;11;8;6;20;5;10;0;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;2.8;5.3;2.6;-97;29;8;9;8;6;4;17;5;20;0;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;2.8;3.8;1.9;-97;29;13;9;14;4;6;17;5;10;1;1;0;0;0;0;0;4.745208;8
116P;wave2;2;1;0;1;1;1;1;2.8;5.3;3.4;-97;29;13;12;14;8;6;20;20;10;1;1;0;0;0;0;0;4.745208;8
117P;wave2;5;1;0;1;1;0;1;2.8;-97;3.4;-97;20;11;-97;5;4;-97;14;5;10;0;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;2.8;-97;1.9;-97;20;11;-97;7;6;-97;11;10;3;0;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;3.5;-97;3.4;-97;20;14;-97;5;4;-97;17;10;6;1;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;2.8;-97;2.6;-97;20;9;-97;9;6;-97;14;5;6;0;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;3.5;-97;1.9;-97;20;9;-97;9;6;-97;14;20;6;0;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;2;-97;3.4;-97;20;9;-97;5;8;-97;11;20;10;1;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;2.8;-97;2.6;-97;20;11;-97;5;8;-97;11;20;3;0;1;0;0;0;0;0;3.854983;8
117P;wave2;5;1;0;1;1;0;1;2;-97;2.6;-97;20;14;-97;5;4;-97;17;20;3;0;1;0;0;0;0;0;3.854983;8
118P;wave2;2;1;0;1;1;1;1;2.8;4.1;1.9;-97;10;14;10;6;4;6;15;5;3;1;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;2;7.1;1.9;-97;10;8;10;5;8;6;18;5;3;0;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;2.8;5.6;3.4;-97;10;14;13;6;8;6;18;20;3;1;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;3.5;5.6;1.9;-97;10;14;13;6;6;6;18;10;10;0;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;2.8;5.6;2.6;-97;10;8;10;4;6;4;15;5;10;0;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;2;5.6;2.6;-97;10;8;10;4;6;6;18;10;6;0;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;3.5;4.1;1.9;-97;10;8;10;5;8;6;12;10;6;1;0;0;0;0;0;0;1.437183;8
118P;wave2;2;1;0;1;1;1;1;2.8;4.1;1.9;-97;10;11;8;6;8;8;12;20;10;0;0;0;0;0;0;0;1.437183;8
119P;wave2;5;3;0;0;1;1;1;20.4;32.4;19;-97;-97;127;89;213;20;20;22;20;90;4;1;1;1;1;1;1;118.4239;8
119P;wave2;5;3;0;0;1;1;1;25.9;44.5;19;-97;-97;159;149;213;15;15;34;10;90;4;1;1;1;1;1;1;118.4239;8
119P;wave2;5;3;0;0;1;1;1;20.4;44.5;26.2;-97;-97;95;119;128;15;10;28;5;90;4;1;1;1;1;1;1;118.4239;8
119P;wave2;5;3;0;0;1;1;1;25.9;32.4;19;-97;-97;95;119;171;20;15;22;10;60;4;1;1;1;1;1;1;118.4239;8
119P;wave2;5;3;0;0;1;1;1;20.4;44.5;33.3;-97;-97;159;149;213;20;15;34;20;30;4;1;1;1;1;1;1;118.4239;8
