person_id;studycode;choice;purpose;av_bf;av_v;av_cp;av_cs;av_pt;c_cp;c_cs;c_pt;tt_bf;tt_v;tt_cp;tt_cs;tt_pt;acc_cp;acc_cs;acc_pt;r_cp;s_pt;tr_pt;cost;time;acc;risk;trns;freq;distance;count
341P;wave2;2;2;0;1;1;1;1;2;7.7;3.5;-97;22;17;12;15;6;4;5;20;3;0;0;0;0;0;1;0;3.914659;8
341P;wave2;2;2;0;1;1;1;1;2;5.6;2.6;-97;22;22;16;15;4;8;6;10;6;0;0;0;0;0;1;0;3.914659;8
341P;wave2;5;2;0;1;1;1;1;2.8;7.7;4.5;-97;22;13;12;11;8;8;5;10;3;0;0;0;0;0;1;0;3.914659;8
341P;wave2;2;2;0;1;1;1;1;3.5;5.6;4.5;-97;22;22;16;15;6;6;6;10;6;0;0;0;0;0;1;0;3.914659;8
341P;wave2;2;2;0;1;1;1;1;3.5;9.8;4.5;-97;22;13;12;15;4;4;7;20;6;0;0;0;0;0;1;0;3.914659;8
342P;wave3;3;3;0;0;1;1;1;4;13.2;7;-97;-97;31;37;43;4;6;14;20;10;1;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;2.3;13.2;4;-97;-97;24;22;54;8;4;18;20;15;2;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;3.1;13.2;5.5;-97;-97;39;37;43;6;4;14;5;15;3;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;3.1;9.6;7;-97;-97;31;37;54;4;8;18;5;20;2;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;3.1;13.2;7;-97;-97;24;29;32;4;4;14;20;20;3;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;2.3;9.6;4;-97;-97;31;29;32;8;8;14;20;20;3;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;2.3;13.2;7;-97;-97;39;37;32;8;6;18;5;15;1;0;0;0;1;1;1;12.81459;8
342P;wave3;3;3;0;0;1;1;1;2.3;16.8;7;-97;-97;31;29;32;6;6;21;5;15;1;0;0;0;1;1;1;12.81459;8
343P;wave3;3;1;0;0;1;0;1;2.8;-97;5.6;-97;-97;34;-97;68;4;-97;3;10;10;3;0;0;1;1;1;1;11.35497;8
343P;wave3;3;1;0;0;1;0;1;3.5;-97;7.7;-97;-97;26;-97;41;8;-97;3;10;15;3;0;0;1;1;1;1;11.35497;8
343P;wave3;3;1;0;0;1;0;1;2;-97;9.8;-97;-97;34;-97;54;8;-97;3;5;20;2;0;0;1;1;1;1;11.35497;8
343P;wave3;3;1;0;0;1;0;1;2;-97;7.7;-97;-97;34;-97;54;4;-97;4;5;15;3;0;0;1;1;1;1;11.35497;8
343P;wave3;3;1;0;0;1;0;1;2.8;-97;9.8;-97;-97;43;-97;54;8;-97;5;5;15;1;0;0;1;1;1;1;11.35497;8
343P;wave3;3;1;0;0;1;0;1;3.5;-97;9.8;-97;-97;26;-97;41;6;-97;5;10;10;2;0;0;1;1;1;1;11.35497;8
343P;wave3;5;1;0;0;1;0;1;2.8;-97;7.7;-97;-97;43;-97;54;4;-97;3;10;10;1;0;0;1;1;1;1;11.35497;8
343P;wave3;3;1;0;0;1;0;1;2;-97;5.6;-97;-97;26;-97;68;6;-97;5;20;20;1;0;0;1;1;1;1;11.35497;8
344P;wave3;3;3;0;1;1;1;1;2;12.8;4.6;-97;63;28;26;55;4;6;5;20;20;4;0;0;0;0;0;0;12.4315;8
344P;wave3;3;3;0;1;1;1;1;3.5;7.3;5.9;-97;63;28;21;55;8;4;5;10;40;3;0;0;0;0;0;0;12.4315;8
344P;wave3;5;3;0;1;1;1;1;2.8;10;3.4;-97;63;17;16;33;8;8;5;20;20;2;0;0;0;0;0;0;12.4315;8
344P;wave3;3;3;0;1;1;1;1;2;7.3;3.4;-97;63;22;26;44;6;4;5;5;30;4;0;0;0;0;0;0;12.4315;8
344P;wave3;3;3;0;1;1;1;1;2.8;10;5.9;-97;63;17;16;55;6;8;4;10;40;3;0;0;0;0;0;0;12.4315;8
344P;wave3;3;3;0;1;1;1;1;3.5;12.8;4.6;-97;63;17;16;55;4;6;3;10;40;2;0;0;0;0;0;0;12.4315;8
344P;wave3;3;3;0;1;1;1;1;2.8;7.3;4.6;-97;63;22;26;55;8;4;3;10;20;2;0;0;0;0;0;0;12.4315;8
344P;wave3;5;3;0;1;1;1;1;2.8;10;5.9;-97;63;22;16;33;4;8;4;5;20;4;0;0;0;0;0;0;12.4315;8
345P;wave3;5;2;0;1;1;1;1;2.8;8.4;9.2;-97;71;27;31;41;4;8;8;5;20;1;0;0;0;0;0;1;12.08241;8
345P;wave3;4;2;0;1;1;1;1;2.8;11.5;7.3;-97;71;33;31;33;6;4;6;5;15;2;0;0;0;0;0;1;12.08241;8
345P;wave3;5;2;0;1;1;1;1;2;14.7;9.2;-97;71;27;25;25;6;6;10;5;15;0;0;0;0;0;0;1;12.08241;8
345P;wave3;4;2;0;1;1;1;1;2;8.4;5.3;-97;71;27;25;25;8;8;6;20;20;2;0;0;0;0;0;1;12.08241;8
345P;wave3;5;2;0;1;1;1;1;3.5;11.5;9.2;-97;71;27;31;33;4;6;6;20;10;0;0;0;0;0;0;1;12.08241;8
345P;wave3;5;2;0;1;1;1;1;2;11.5;9.2;-97;71;33;31;25;8;6;8;5;15;0;0;0;0;0;0;1;12.08241;8
345P;wave3;4;2;0;1;1;1;1;2;11.5;5.3;-97;71;20;19;41;8;4;8;20;15;1;0;0;0;0;0;1;12.08241;8
345P;wave3;4;2;0;1;1;1;1;2.8;11.5;9.2;-97;71;20;25;25;4;4;6;20;20;2;0;0;0;0;0;1;12.08241;8
346P;wave2;3;3;0;1;1;1;1;3.5;8.1;1.9;-97;30;23;22;41;6;6;8;10;10;0;0;0;1;0;0;0;5.466862;8
346P;wave2;4;3;0;1;1;1;1;2.8;5.9;1.9;-97;30;18;13;41;8;8;5;20;10;0;0;0;1;0;0;0;5.466862;8
346P;wave2;4;3;0;1;1;1;1;2.8;8.1;3.4;-97;30;23;22;41;8;6;8;20;3;1;0;0;1;0;0;0;5.466862;8
346P;wave2;3;3;0;1;1;1;1;2.8;5.9;1.9;-97;30;23;17;41;4;6;7;5;3;1;0;0;1;0;0;0;5.466862;8
346P;wave2;5;3;0;1;1;1;1;2.8;8.1;2.6;-97;30;14;17;25;6;4;7;5;10;0;0;0;1;0;0;0;5.466862;8
346P;wave2;5;3;0;1;1;1;1;3.5;5.9;1.9;-97;30;14;17;33;8;6;5;10;6;1;0;0;1;0;0;0;5.466862;8
346P;wave2;5;3;0;1;1;1;1;2;8.1;2.6;-97;30;14;17;25;6;6;8;10;6;0;0;0;1;0;0;0;5.466862;8
346P;wave2;3;3;0;1;1;1;1;2;10.3;1.9;-97;30;14;17;33;8;6;8;5;3;0;0;0;1;0;0;0;5.466862;8
347P;wave2;3;2;0;1;1;1;1;3.5;12.1;3.4;-97;30;23;16;15;6;8;9;5;10;2;0;0;0;0;0;0;5.939789;8
347P;wave2;5;2;0;1;1;1;1;2.8;6.9;2.6;-97;30;23;26;12;4;4;9;20;3;2;0;0;0;0;0;0;5.939789;8
347P;wave2;5;2;0;1;1;1;1;3.5;9.5;1.9;-97;30;17;16;9;4;8;13;10;6;2;0;0;0;0;0;0;5.939789;8
347P;wave2;5;2;0;1;1;1;1;2;9.5;1.9;-97;30;28;26;15;8;4;9;5;6;1;0;0;0;0;0;0;5.939789;8
347P;wave2;2;2;0;1;1;1;1;2;6.9;1.9;-97;30;17;21;15;6;4;13;20;10;2;0;0;0;0;0;0;5.939789;8
347P;wave2;5;2;0;1;1;1;1;2;6.9;1.9;-97;30;23;26;9;8;8;11;5;10;1;0;0;0;0;0;0;5.939789;8
347P;wave2;5;2;0;1;1;1;1;3.5;12.1;1.9;-97;30;23;16;15;8;4;11;10;3;0;0;0;0;0;0;0;5.939789;8
347P;wave2;3;2;0;1;1;1;1;2.8;6.9;2.6;-97;30;23;26;15;4;8;13;5;3;0;0;0;0;0;0;0;5.939789;8
348P;wave3;5;1;0;1;1;0;1;2;-97;3.5;-97;52;34;-97;30;4;-97;4;20;6;1;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;2;-97;2.6;-97;52;34;-97;38;8;-97;4;5;6;1;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;3.5;-97;3.5;-97;52;34;-97;38;6;-97;5;5;10;2;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;3.5;-97;4.5;-97;52;21;-97;38;6;-97;3;20;10;0;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;2;-97;3.5;-97;52;28;-97;22;6;-97;5;20;3;1;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;3.5;-97;4.5;-97;52;34;-97;22;8;-97;3;20;6;1;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;2;-97;2.6;-97;52;21;-97;30;6;-97;4;20;6;2;0;0;1;0;0;0;11.35314;8
348P;wave3;5;1;0;1;1;0;1;3.5;-97;2.6;-97;52;28;-97;38;4;-97;4;20;10;0;0;0;1;0;0;0;11.35314;8
349P;wave2;5;3;0;1;1;1;1;2.8;8.9;2.6;-97;23;17;13;4;6;6;10;20;10;0;0;0;0;1;0;0;1.471276;8
349P;wave2;2;3;0;1;1;1;1;3.5;8.9;3.4;-97;23;10;10;3;4;4;15;20;6;0;0;0;0;1;0;0;1.471276;8
349P;wave2;5;3;0;1;1;1;1;2;8.9;3.4;-97;23;14;16;2;4;8;13;20;6;1;0;0;0;1;0;0;1.471276;8
349P;wave2;5;3;0;1;1;1;1;2;7;2.6;-97;23;14;10;3;6;4;10;20;3;0;0;0;0;1;0;0;1.471276;8
349P;wave2;5;3;0;1;1;1;1;2.8;7;3.4;-97;23;14;13;3;4;4;13;5;10;0;0;0;0;1;0;0;1.471276;8
